generation biomass (MW),generation fossil brown coal/lignite (MW),generation fossil gas (MW),generation fossil hard coal (MW),generation fossil oil (MW),generation hydro run-of-river and poundage (MW),generation hydro water reservoir (MW),generation nuclear (MW),generation other (MW),generation other renewable (MW),generation solar (MW),generation waste (MW),generation wind onshore (MW),forecast solar day ahead (MW),forecast wind onshore day ahead (MW),total load forecast (MW),total load actual (MW),price day ahead (EUR/MWh),total production (MW),year,month,hour,price for the previous hour (EUR/MWh),day
348.0,0.0,3584.0,1084.0,171.0,585.0,508.0,7050.0,87.0,62.0,26.0,86.0,10314.0,0.0,10312.0,18178.0,18352.0,11.27,23905.0,2016,2,4,38.29,1
508.0,0.0,3742.0,2113.0,320.0,690.0,615.0,4878.0,80.0,61.0,37.0,256.0,12913.0,13.0,12870.0,23116.0,22948.0,26.41,26213.0,2015,6,2,60.81,10
345.0,395.0,4799.0,2105.0,240.0,362.0,682.0,5543.0,53.0,95.0,1685.0,284.0,6066.0,1829.0,6018.0,22934.0,23067.0,44.69,22654.0,2017,10,9,53.06,29
345.0,195.0,4522.0,2738.0,241.0,735.0,1652.0,5979.0,56.0,80.0,2359.0,311.0,6719.0,2214.0,6858.0,25801.0,25817.0,45.07,25932.0,2017,2,20,74.43,7
382.0,746.0,5288.0,5271.0,322.0,674.0,3290.0,7002.0,60.0,95.0,1282.0,317.0,5663.0,1193.0,6351.0,32905.0,32501.0,75.21,30392.0,2018,9,9,82.39,25
340.0,944.0,4818.0,5461.0,171.0,490.0,609.0,7104.0,56.0,93.0,1796.0,264.0,1454.0,2056.0,1433.0,24022.0,23417.0,47.91,23600.0,2017,1,11,54.99,1
372.0,978.0,5572.0,5647.0,366.0,1437.0,3294.0,4033.0,84.0,72.0,178.0,152.0,3524.0,237.0,3672.0,27124.0,26973.0,61.01,25709.0,2015,6,7,60.69,5
382.0,721.0,9699.0,6557.0,311.0,1242.0,3913.0,5062.0,63.0,104.0,23.0,314.0,5496.0,46.0,6633.0,34628.0,34270.0,68.88,33887.0,2018,11,20,76.43,14
237.0,0.0,3804.0,1516.0,273.0,1011.0,512.0,7078.0,60.0,82.0,639.0,239.0,9420.0,506.0,9431.0,22698.0,22535.0,29.07,24871.0,2017,6,4,48.39,4
378.0,868.0,4397.0,5261.0,214.0,788.0,608.0,5060.0,55.0,67.0,19.0,280.0,2165.0,5.0,2302.0,21712.0,21658.0,45.14,20160.0,2016,11,4,51.21,28
523.0,897.0,4953.0,7375.0,416.0,506.0,4243.0,6003.0,87.0,70.0,976.0,262.0,1700.0,871.0,1782.0,30181.0,30063.0,60.6,28011.0,2015,9,9,67.59,30
408.0,962.0,11665.0,5996.0,347.0,771.0,2665.0,5547.0,14.0,85.0,4751.0,324.0,1824.0,4612.0,1770.0,37725.0,38415.0,55.08,35359.0,2017,7,12,64.13,13
357.0,297.0,5846.0,5335.0,257.0,1018.0,1663.0,6932.0,54.0,91.0,24.0,328.0,6101.0,13.0,5596.0,27278.0,27439.0,53.97,28303.0,2018,2,6,51.41,26
383.0,0.0,3585.0,3208.0,222.0,737.0,2612.0,6954.0,57.0,78.0,5157.0,306.0,3404.0,5144.0,3377.0,29049.0,28127.0,40.0,26703.0,2016,8,15,48.63,13
547.0,942.0,6782.0,7421.0,303.0,594.0,3061.0,5977.0,87.0,72.0,2509.0,221.0,2079.0,2237.0,2105.0,29094.0,28763.0,57.78,30595.0,2015,10,18,64.63,15
233.0,0.0,3695.0,1367.0,271.0,1793.0,5767.0,7095.0,49.0,76.0,3295.0,223.0,11122.0,3385.0,11137.0,32869.0,32869.0,21.81,34986.0,2016,4,13,31.54,13
369.0,662.0,4322.0,4175.0,197.0,1122.0,2316.0,5976.0,57.0,100.0,4851.0,297.0,1748.0,5119.0,2575.0,28476.0,28058.0,63.0,26192.0,2018,7,13,68.08,15
420.0,970.0,5301.0,4935.0,427.0,985.0,3734.0,7087.0,43.0,79.0,197.0,177.0,4942.0,110.0,4956.0,29780.0,30037.0,52.48,29297.0,2015,4,22,70.61,16
539.0,951.0,4702.0,7101.0,350.0,711.0,474.0,5046.0,84.0,71.0,113.0,246.0,1147.0,32.0,1072.0,22066.0,22075.0,52.38,21535.0,2015,11,2,63.87,11
306.0,0.0,3085.0,1117.0,260.0,1300.0,3860.0,7084.0,38.0,52.0,1502.0,167.0,6121.0,1649.0,6204.0,22527.0,21879.0,30.57,24892.0,2015,5,19,52.54,4
401.0,851.0,6700.0,4911.0,315.0,765.0,1363.0,6965.0,53.0,84.0,1029.0,318.0,5520.0,1036.0,5656.0,30634.0,30871.0,40.65,29275.0,2016,7,8,44.12,26
251.0,532.0,4529.0,3451.0,270.0,1077.0,2946.0,6207.0,58.0,111.0,3161.0,319.0,993.0,3546.0,1123.0,24897.0,25287.0,53.23,23905.0,2017,4,10,62.53,13
331.0,0.0,4540.0,1121.0,328.0,1286.0,1732.0,7060.0,52.0,83.0,2328.0,247.0,8861.0,2703.0,8611.0,30786.0,29840.0,35.69,27969.0,2016,6,17,43.63,16
368.0,902.0,6693.0,4900.0,310.0,1222.0,3517.0,6891.0,59.0,101.0,1311.0,272.0,2026.0,1596.0,2007.0,32231.0,33040.0,57.69,28572.0,2017,2,14,65.52,23
279.0,0.0,3247.0,1311.0,175.0,1677.0,2822.0,5063.0,56.0,95.0,112.0,299.0,5859.0,106.0,6525.0,20831.0,20235.0,22.45,20995.0,2018,4,3,31.31,30
342.0,856.0,4429.0,4898.0,246.0,359.0,550.0,6034.0,58.0,89.0,3608.0,309.0,1759.0,3139.0,1707.0,23993.0,23725.0,47.41,23537.0,2016,10,10,55.58,30
410.0,0.0,4172.0,2062.0,412.0,1144.0,5922.0,6071.0,51.0,78.0,28.0,214.0,9737.0,7.0,9841.0,33704.0,33890.0,48.24,30301.0,2016,8,19,50.07,1
388.0,905.0,13267.0,6221.0,316.0,416.0,1752.0,5957.0,58.0,107.0,1114.0,322.0,1334.0,1234.0,1427.0,30508.0,30437.0,65.26,32157.0,2017,9,19,45.27,10
180.0,437.0,4354.0,3157.0,315.0,1148.0,830.0,7107.0,59.0,100.0,83.0,276.0,3960.0,26.0,3984.0,23395.0,23654.0,42.28,22006.0,2017,3,3,49.29,28
324.0,842.0,6160.0,5137.0,343.0,942.0,1082.0,5603.0,63.0,108.0,3462.0,318.0,4486.0,3203.0,4454.0,30757.0,30928.0,50.0,28870.0,2017,6,19,56.11,6
528.0,596.0,5179.0,6112.0,404.0,514.0,1051.0,5964.0,87.0,70.0,1120.0,252.0,6238.0,1231.0,6472.0,30230.0,30301.0,50.44,28115.0,2015,10,14,63.01,26
339.0,266.0,5275.0,3193.0,337.0,1252.0,3078.0,7098.0,61.0,91.0,5078.0,266.0,3403.0,5399.0,3238.0,31958.0,31996.0,48.51,29737.0,2017,9,12,55.52,3
336.0,0.0,5095.0,2182.0,327.0,1269.0,3330.0,7060.0,57.0,98.0,2153.0,262.0,4597.0,1762.0,4728.0,28707.0,28995.0,44.75,26766.0,2016,6,20,50.48,17
334.0,0.0,4024.0,1993.0,320.0,1267.0,3359.0,7105.0,61.0,103.0,340.0,310.0,9838.0,432.0,10019.0,32601.0,32465.0,48.0,29054.0,2017,3,8,54.58,3
350.0,490.0,3936.0,5135.0,226.0,682.0,880.0,6963.0,57.0,88.0,2883.0,328.0,1907.0,2471.0,2076.0,25366.0,25646.0,63.13,23925.0,2018,9,18,73.38,16
335.0,0.0,3795.0,3463.0,417.0,1108.0,2754.0,7090.0,40.0,65.0,2697.0,148.0,9032.0,3033.0,9129.0,31993.0,31887.0,45.6,30944.0,2015,8,12,76.73,4
241.0,0.0,5378.0,2919.0,303.0,1833.0,7262.0,5049.0,16.0,108.0,1652.0,302.0,5879.0,1785.0,7312.0,33192.0,33216.0,49.66,30942.0,2018,12,15,73.15,4
369.0,577.0,9333.0,4777.0,262.0,405.0,1435.0,5967.0,54.0,98.0,640.0,342.0,4091.0,658.0,4086.0,28810.0,28498.0,63.84,28350.0,2017,7,20,53.46,10
331.0,1.0,4830.0,1595.0,335.0,1230.0,3840.0,6762.0,54.0,100.0,3391.0,240.0,5304.0,3468.0,5118.0,32550.0,32142.0,47.69,28013.0,2017,3,10,54.92,16
199.0,0.0,3520.0,1341.0,207.0,1835.0,6103.0,7099.0,54.0,56.0,36.0,257.0,2043.0,67.0,2086.0,21919.0,22197.0,20.6,22750.0,2016,4,5,26.73,18
369.0,894.0,4380.0,5739.0,323.0,926.0,262.0,7093.0,47.0,94.0,23.0,327.0,6263.0,11.0,6037.0,24820.0,24852.0,54.72,26740.0,2017,12,3,59.62,13
559.0,0.0,4346.0,3635.0,235.0,494.0,725.0,4969.0,87.0,72.0,2227.0,219.0,6466.0,2816.0,6434.0,27454.0,27872.0,47.61,24034.0,2015,10,12,55.4,17
521.0,949.0,4625.0,7537.0,284.0,800.0,4275.0,5953.0,88.0,52.0,769.0,270.0,4604.0,730.0,4496.0,30121.0,30578.0,61.1,30727.0,2015,6,22,68.87,28
356.0,408.0,10703.0,5451.0,348.0,414.0,851.0,5962.0,51.0,100.0,630.0,333.0,8108.0,632.0,7961.0,32919.0,32937.0,62.17,33715.0,2017,6,20,52.65,10
392.0,664.0,5691.0,4663.0,326.0,1193.0,4831.0,5995.0,66.0,99.0,5283.0,324.0,2990.0,5253.0,3743.0,36578.0,36712.0,66.3,32517.0,2018,7,13,75.15,20
456.0,296.0,5647.0,2070.0,326.0,1681.0,8019.0,7110.0,88.0,69.0,1087.0,212.0,8189.0,1256.0,8099.0,36151.0,36635.0,43.0,35250.0,2016,7,10,39.99,3
296.0,628.0,5224.0,6577.0,276.0,697.0,1932.0,7102.0,58.0,91.0,41.0,262.0,12241.0,13.0,12240.0,33301.0,32867.0,71.1,35425.0,2017,1,7,67.23,17
543.0,946.0,8347.0,6825.0,375.0,712.0,4635.0,6688.0,83.0,64.0,1819.0,245.0,1402.0,3274.0,1364.0,33577.0,33693.0,70.66,32684.0,2015,7,10,75.26,8
352.0,593.0,5092.0,5214.0,230.0,447.0,534.0,7105.0,57.0,97.0,51.0,317.0,3491.0,30.0,3549.0,24545.0,24617.0,61.07,23580.0,2017,8,1,56.11,1
368.0,663.0,6528.0,5135.0,318.0,1300.0,4445.0,5995.0,56.0,90.0,3984.0,280.0,2439.0,4281.0,2431.0,35109.0,35217.0,63.17,31601.0,2018,10,10,61.7,7
478.0,583.0,4086.0,7267.0,293.0,757.0,617.0,5902.0,85.0,64.0,702.0,262.0,2906.0,654.0,2974.0,23815.0,22815.0,50.0,24002.0,2015,6,4,58.11,24
392.0,762.0,7294.0,5424.0,335.0,914.0,1900.0,6984.0,58.0,112.0,4748.0,326.0,3181.0,4749.0,3402.0,34495.0,34517.0,70.97,32430.0,2018,7,13,73.1,9
496.0,0.0,6001.0,4598.0,421.0,1210.0,5967.0,6092.0,94.0,80.0,776.0,182.0,7180.0,1032.0,7136.0,33679.0,34366.0,45.7,33097.0,2016,1,14,58.08,14
357.0,384.0,5586.0,2610.0,281.0,1747.0,2474.0,5059.0,52.0,103.0,22.0,256.0,2424.0,97.0,1779.0,21687.0,21782.0,59.59,21355.0,2018,9,5,64.74,6
345.0,224.0,5489.0,3051.0,300.0,1365.0,6101.0,6059.0,57.0,82.0,4070.0,260.0,1406.0,3866.0,1468.0,31499.0,31059.0,43.42,28809.0,2016,6,10,50.09,6
393.0,195.0,3812.0,2533.0,229.0,917.0,697.0,7115.0,58.0,94.0,18.0,319.0,5747.0,5.0,5779.0,23057.0,22994.0,43.4,22127.0,2018,4,3,28.51,2
370.0,434.0,4823.0,3381.0,283.0,779.0,667.0,6990.0,54.0,98.0,658.0,332.0,4988.0,516.0,5306.0,24837.0,24865.0,52.33,23857.0,2018,1,5,54.37,8
544.0,918.0,4917.0,7369.0,389.0,437.0,787.0,6014.0,88.0,69.0,102.0,221.0,934.0,202.0,890.0,22480.0,22589.0,49.69,22789.0,2015,1,2,59.46,10
314.0,721.0,11493.0,2973.0,313.0,1251.0,4951.0,6060.0,61.0,95.0,1608.0,298.0,673.0,1625.0,739.0,30199.0,30184.0,69.22,30811.0,2018,12,16,73.3,27
358.0,294.0,5534.0,5681.0,307.0,1164.0,3109.0,5066.0,53.0,89.0,4640.0,281.0,589.0,4549.0,586.0,31860.0,31497.0,54.04,27165.0,2017,5,11,61.54,22
522.0,0.0,5610.0,3789.0,412.0,1185.0,5089.0,6083.0,88.0,84.0,61.0,204.0,9405.0,28.0,9535.0,35335.0,35364.0,42.7,32532.0,2016,1,21,56.69,15
400.0,0.0,3326.0,1255.0,329.0,1639.0,7128.0,7105.0,90.0,66.0,218.0,174.0,13178.0,252.0,13341.0,34064.0,34427.0,20.0,34908.0,2016,4,21,29.7,3
571.0,393.0,4719.0,5164.0,237.0,477.0,425.0,4968.0,87.0,59.0,13.0,245.0,3639.0,0.0,3521.0,20841.0,21012.0,43.0,20997.0,2015,10,5,50.68,19
381.0,967.0,8219.0,6338.0,325.0,1059.0,1192.0,7083.0,48.0,96.0,9.0,322.0,5905.0,11.0,6079.0,32849.0,32680.0,76.0,31944.0,2017,12,7,65.43,12
382.0,961.0,11770.0,6101.0,320.0,735.0,2721.0,6862.0,28.0,91.0,4900.0,301.0,1640.0,5027.0,1629.0,37644.0,38050.0,54.28,36812.0,2017,4,12,55.15,8
388.0,762.0,5505.0,5434.0,285.0,730.0,1350.0,6962.0,12.0,106.0,249.0,311.0,5345.0,292.0,5199.0,27975.0,28006.0,71.02,27439.0,2018,5,0,62.48,9
367.0,0.0,1635.0,1117.0,246.0,1438.0,3472.0,6444.0,89.0,58.0,21.0,206.0,11271.0,2.0,11239.0,22315.0,22115.0,4.0,26364.0,2016,2,3,10.07,28
556.0,0.0,4428.0,4206.0,404.0,734.0,1194.0,4890.0,81.0,68.0,722.0,255.0,12392.0,706.0,12396.0,31079.0,30987.0,50.1,29930.0,2015,6,9,72.15,10
203.0,365.0,3358.0,2067.0,240.0,1058.0,1834.0,7062.0,13.0,95.0,4766.0,312.0,7273.0,4521.0,7099.0,28799.0,29090.0,40.49,28646.0,2017,4,16,48.19,18
358.0,720.0,10039.0,6413.0,290.0,1247.0,2189.0,5064.0,57.0,99.0,1808.0,316.0,4480.0,2206.0,5091.0,33310.0,33260.0,66.03,33080.0,2018,11,11,71.62,14
389.0,763.0,9112.0,5819.0,311.0,753.0,3009.0,6954.0,13.0,109.0,441.0,315.0,5429.0,615.0,5362.0,34288.0,34600.0,73.81,33417.0,2018,4,21,60.18,9
549.0,942.0,10556.0,7151.0,420.0,736.0,2470.0,6095.0,89.0,77.0,1565.0,220.0,2262.0,1408.0,2280.0,34458.0,34031.0,68.69,33132.0,2015,11,11,68.19,12
536.0,934.0,5601.0,7037.0,385.0,592.0,1021.0,6087.0,87.0,73.0,13.0,252.0,3346.0,4.0,3390.0,26869.0,26712.0,63.29,25964.0,2015,10,0,60.28,12
357.0,408.0,3313.0,2067.0,338.0,1443.0,2202.0,6078.0,51.0,89.0,24.0,281.0,12921.0,20.0,12579.0,24871.0,24795.0,37.39,29572.0,2018,6,2,70.11,3
372.0,634.0,4440.0,3647.0,313.0,909.0,905.0,7112.0,62.0,93.0,20.0,277.0,3748.0,3.0,3661.0,24696.0,24672.0,50.96,22532.0,2018,1,3,20.21,2
547.0,634.0,6353.0,7415.0,391.0,772.0,4382.0,5048.0,87.0,76.0,2910.0,237.0,669.0,2949.0,729.0,31144.0,31185.0,63.12,29521.0,2015,11,10,71.63,11
401.0,422.0,6380.0,4857.0,303.0,879.0,2149.0,6655.0,49.0,102.0,707.0,321.0,2969.0,660.0,3261.0,28357.0,28375.0,65.67,26194.0,2018,7,0,73.74,31
371.0,0.0,4125.0,4477.0,338.0,562.0,509.0,7100.0,85.0,79.0,13.0,180.0,5160.0,30.0,5148.0,24521.0,24101.0,44.0,22999.0,2015,12,7,47.98,24
366.0,881.0,4360.0,5674.0,220.0,953.0,2361.0,5063.0,58.0,83.0,20.0,271.0,5319.0,16.0,5318.0,29903.0,30006.0,57.26,25629.0,2016,11,22,68.47,26
391.0,589.0,4015.0,2227.0,331.0,414.0,321.0,6853.0,56.0,95.0,231.0,338.0,5164.0,205.0,5214.0,23461.0,23539.0,39.74,21025.0,2017,1,4,56.8,9
350.0,706.0,10812.0,6872.0,299.0,1216.0,3232.0,5043.0,54.0,97.0,1560.0,283.0,1635.0,1563.0,2357.0,31563.0,31717.0,68.99,32159.0,2018,11,15,73.09,15
438.0,382.0,3972.0,5366.0,333.0,727.0,396.0,6094.0,88.0,71.0,54.0,229.0,6578.0,15.0,6723.0,22435.0,22613.0,27.97,24728.0,2015,11,4,41.02,28
503.0,0.0,4210.0,4449.0,303.0,457.0,366.0,6000.0,82.0,65.0,161.0,243.0,4611.0,114.0,4700.0,20799.0,20582.0,39.59,21450.0,2015,9,4,50.43,28
357.0,387.0,4694.0,4269.0,326.0,295.0,242.0,5008.0,54.0,83.0,69.0,278.0,5604.0,46.0,5704.0,21049.0,21061.0,41.29,21666.0,2017,2,2,60.71,11
562.0,0.0,5011.0,4629.0,303.0,808.0,5320.0,5038.0,49.0,67.0,357.0,285.0,3713.0,95.0,3657.0,27108.0,27464.0,63.03,26142.0,2015,8,20,73.11,11
335.0,738.0,7595.0,5710.0,308.0,805.0,3975.0,6971.0,70.0,88.0,3961.0,295.0,2805.0,5011.0,3166.0,35799.0,36183.0,68.67,33656.0,2018,8,14,75.36,27
365.0,762.0,4385.0,4872.0,237.0,846.0,1961.0,6973.0,55.0,97.0,3211.0,332.0,481.0,3295.0,1480.0,26890.0,26736.0,71.85,24577.0,2018,9,14,77.84,9
575.0,752.0,3887.0,5320.0,385.0,756.0,2313.0,5021.0,84.0,73.0,3056.0,208.0,6411.0,2675.0,6454.0,30433.0,29691.0,54.05,28841.0,2015,5,18,66.99,29
397.0,596.0,3866.0,4749.0,301.0,634.0,688.0,6977.0,55.0,75.0,98.0,254.0,5348.0,188.0,5477.0,24266.0,24441.0,35.69,24038.0,2016,8,3,42.68,26
370.0,919.0,6997.0,6713.0,304.0,658.0,2751.0,6960.0,55.0,93.0,676.0,304.0,3251.0,624.0,3468.0,34658.0,33887.0,49.69,30051.0,2016,9,21,56.05,9
528.0,0.0,3690.0,3192.0,313.0,1099.0,4774.0,6091.0,81.0,73.0,19.0,264.0,6168.0,51.0,6190.0,30572.0,30986.0,36.5,26292.0,2016,1,20,44.6,24
344.0,510.0,6193.0,5462.0,298.0,1618.0,2165.0,4056.0,58.0,104.0,234.0,270.0,2914.0,105.0,3019.0,25243.0,24869.0,63.77,24226.0,2018,5,0,70.64,31
317.0,499.0,6410.0,4503.0,315.0,1288.0,1289.0,5733.0,51.0,92.0,1803.0,316.0,10374.0,1768.0,9463.0,34334.0,34219.0,61.06,32990.0,2018,7,11,70.09,11
332.0,612.0,4955.0,5750.0,335.0,1101.0,2136.0,7104.0,56.0,112.0,24.0,332.0,3531.0,9.0,3291.0,28778.0,28699.0,58.69,26380.0,2018,1,0,65.94,19
455.0,964.0,5644.0,8028.0,367.0,1273.0,3679.0,7111.0,83.0,64.0,99.0,215.0,1160.0,4.0,1193.0,28186.0,28056.0,53.35,29142.0,2015,12,6,56.02,2
530.0,932.0,6121.0,7583.0,407.0,589.0,745.0,6806.0,86.0,72.0,3143.0,241.0,8152.0,3216.0,7999.0,36246.0,35486.0,54.32,35407.0,2015,7,19,75.76,24
344.0,812.0,4437.0,5537.0,220.0,631.0,2508.0,6957.0,55.0,84.0,920.0,312.0,3396.0,952.0,3392.0,28689.0,28625.0,46.69,26213.0,2016,11,20,73.46,9
253.0,0.0,3576.0,926.0,317.0,1781.0,4034.0,6058.0,11.0,83.0,2893.0,337.0,7780.0,2705.0,7599.0,30299.0,29685.0,32.52,28049.0,2018,2,11,62.6,4
337.0,429.0,4472.0,2666.0,247.0,1637.0,2060.0,4645.0,51.0,97.0,4111.0,226.0,3474.0,3924.0,4468.0,24135.0,23728.0,49.71,24452.0,2018,3,15,57.02,6
569.0,276.0,6272.0,5386.0,434.0,670.0,2698.0,6920.0,79.0,66.0,296.0,252.0,4123.0,401.0,3946.0,29062.0,28705.0,58.0,28041.0,2015,9,22,77.51,14
388.0,851.0,4542.0,6110.0,398.0,1222.0,2437.0,4039.0,40.0,78.0,1443.0,153.0,6472.0,1134.0,6533.0,29463.0,28880.0,55.1,28173.0,2015,4,20,62.01,30
300.0,0.0,4496.0,1100.0,235.0,1673.0,4696.0,6078.0,55.0,95.0,18.0,327.0,7075.0,21.0,7115.0,21882.0,21512.0,37.89,26148.0,2018,3,5,46.76,18
530.0,321.0,4179.0,5396.0,395.0,505.0,503.0,5965.0,87.0,67.0,49.0,217.0,5763.0,109.0,5686.0,23031.0,22872.0,40.24,23977.0,2015,10,1,52.74,15
360.0,879.0,4135.0,2144.0,204.0,625.0,622.0,5050.0,58.0,84.0,873.0,301.0,11296.0,767.0,10926.0,25925.0,27246.0,44.9,26631.0,2016,11,12,51.98,20
254.0,0.0,3544.0,1639.0,250.0,1231.0,737.0,7077.0,53.0,81.0,2927.0,232.0,11190.0,3134.0,11176.0,23295.0,22955.0,12.0,29215.0,2017,12,17,63.64,3
547.0,891.0,6398.0,7987.0,360.0,1190.0,2830.0,7099.0,85.0,80.0,137.0,228.0,8639.0,30.0,8782.0,35418.0,35332.0,57.59,36471.0,2015,1,22,77.05,23
314.0,943.0,8975.0,5032.0,275.0,400.0,1735.0,5668.0,60.0,105.0,42.0,225.0,4508.0,23.0,4330.0,29016.0,28933.0,65.94,28282.0,2017,10,7,58.7,27
343.0,631.0,4345.0,2891.0,331.0,804.0,588.0,5663.0,63.0,86.0,4693.0,286.0,11515.0,5171.0,11199.0,32303.0,31231.0,41.46,32239.0,2017,6,15,52.14,29
361.0,950.0,5712.0,6249.0,223.0,618.0,2355.0,6955.0,54.0,92.0,961.0,316.0,1744.0,1010.0,1718.0,29843.0,29953.0,46.29,26590.0,2016,10,20,59.52,9
350.0,391.0,5608.0,2969.0,239.0,373.0,1236.0,5798.0,53.0,91.0,409.0,262.0,8192.0,401.0,8125.0,26413.0,26544.0,63.3,25971.0,2017,10,19,68.17,29
330.0,744.0,7687.0,5234.0,322.0,676.0,2536.0,6974.0,65.0,97.0,1617.0,322.0,9219.0,1668.0,9025.0,32714.0,33283.0,72.45,35823.0,2018,9,19,79.57,24
525.0,932.0,6148.0,7011.0,389.0,564.0,2973.0,6916.0,87.0,62.0,273.0,237.0,761.0,425.0,801.0,27159.0,27437.0,63.55,26878.0,2015,8,8,46.17,9
295.0,0.0,2431.0,899.0,163.0,1574.0,4057.0,5084.0,10.0,62.0,1177.0,183.0,10843.0,1197.0,10905.0,25071.0,25888.0,4.04,26778.0,2016,8,12,51.51,5
357.0,785.0,5234.0,4821.0,278.0,1009.0,1987.0,3868.0,53.0,104.0,1981.0,316.0,2402.0,2361.0,2284.0,26975.0,27033.0,50.12,23195.0,2017,3,9,53.07,6
319.0,891.0,4242.0,4474.0,286.0,558.0,485.0,5044.0,58.0,93.0,44.0,294.0,13643.0,26.0,13387.0,26044.0,26328.0,41.91,30431.0,2016,9,0,48.06,11
292.0,968.0,5780.0,5934.0,292.0,564.0,489.0,5060.0,58.0,84.0,26.0,293.0,3529.0,10.0,3729.0,23811.0,23701.0,47.93,23369.0,2016,12,4,56.22,16
356.0,829.0,9325.0,6866.0,340.0,789.0,872.0,5996.0,52.0,98.0,1036.0,268.0,4440.0,1109.0,4375.0,33539.0,32790.0,52.02,31267.0,2017,6,21,57.89,23
319.0,584.0,4715.0,3962.0,307.0,502.0,1345.0,7030.0,58.0,101.0,110.0,307.0,5440.0,56.0,6123.0,25709.0,25682.0,61.03,24780.0,2018,3,6,32.91,10
300.0,0.0,4347.0,1026.0,196.0,1935.0,4478.0,6007.0,7.0,97.0,804.0,338.0,5049.0,1132.0,5290.0,25823.0,26246.0,41.43,24584.0,2018,7,18,68.77,4
393.0,0.0,3653.0,3015.0,341.0,1063.0,4408.0,6096.0,90.0,76.0,45.0,193.0,2643.0,0.0,2547.0,23552.0,23555.0,24.28,22016.0,2016,1,4,31.88,13
389.0,967.0,6577.0,5978.0,315.0,551.0,1958.0,6849.0,55.0,103.0,32.0,324.0,4878.0,3.0,4882.0,25018.0,25405.0,66.08,28976.0,2017,8,7,45.31,12
402.0,640.0,12556.0,5897.0,349.0,638.0,1653.0,5034.0,15.0,98.0,141.0,270.0,8015.0,110.0,7991.0,32668.0,32739.0,64.64,35708.0,2017,10,21,79.23,11
486.0,413.0,4670.0,5225.0,314.0,698.0,357.0,6097.0,85.0,62.0,51.0,238.0,4034.0,17.0,4018.0,22143.0,21997.0,42.65,22730.0,2015,11,7,52.73,29
408.0,0.0,3641.0,1862.0,342.0,617.0,711.0,7082.0,40.0,71.0,20.0,183.0,9890.0,0.0,10003.0,23253.0,22324.0,32.25,24867.0,2015,12,1,47.01,29
365.0,591.0,7451.0,3736.0,299.0,1353.0,3639.0,5976.0,55.0,109.0,226.0,309.0,4341.0,492.0,3687.0,31969.0,31450.0,62.99,28450.0,2018,6,22,70.48,28
366.0,439.0,6558.0,4366.0,265.0,589.0,747.0,5940.0,8.0,82.0,332.0,297.0,3925.0,414.0,3967.0,27885.0,27562.0,50.1,23914.0,2017,7,7,50.54,24
485.0,979.0,4529.0,6524.0,345.0,955.0,3233.0,7066.0,56.0,72.0,1336.0,246.0,9169.0,1397.0,9423.0,36975.0,36260.0,64.0,34995.0,2015,1,10,76.22,15
369.0,663.0,7280.0,5134.0,285.0,1170.0,4549.0,5601.0,69.0,104.0,4768.0,307.0,2354.0,4959.0,2219.0,35511.0,35509.0,66.67,32653.0,2018,12,16,65.88,7
345.0,566.0,4961.0,4210.0,223.0,771.0,620.0,6400.0,58.0,92.0,76.0,328.0,4554.0,311.0,4266.0,23566.0,23708.0,58.35,23204.0,2018,5,4,62.76,8
372.0,592.0,9615.0,5821.0,324.0,532.0,1714.0,4999.0,49.0,86.0,430.0,200.0,7261.0,414.0,7290.0,30278.0,31100.0,61.34,31995.0,2017,9,8,54.61,11
486.0,563.0,4759.0,6249.0,276.0,590.0,3546.0,6901.0,88.0,64.0,351.0,262.0,4638.0,258.0,4505.0,27367.0,27298.0,64.0,28773.0,2015,6,21,71.45,9
510.0,288.0,6124.0,5611.0,363.0,1295.0,6710.0,6029.0,97.0,78.0,2792.0,196.0,2728.0,3058.0,2740.0,37034.0,36569.0,42.55,32821.0,2016,2,11,54.68,19
325.0,540.0,3628.0,1965.0,277.0,1096.0,741.0,7097.0,60.0,88.0,26.0,248.0,13648.0,8.0,13453.0,23785.0,23670.0,29.99,29739.0,2017,2,2,40.82,28
333.0,0.0,9358.0,6241.0,320.0,1320.0,2285.0,5044.0,59.0,99.0,72.0,281.0,6456.0,20.0,6326.0,32976.0,32872.0,63.87,31868.0,2018,11,22,73.86,27
553.0,577.0,7178.0,6317.0,412.0,768.0,4273.0,7086.0,89.0,75.0,487.0,242.0,3612.0,553.0,3692.0,34330.0,33184.0,64.99,31669.0,2015,12,9,71.33,21
364.0,569.0,5061.0,2097.0,300.0,489.0,749.0,6856.0,53.0,87.0,2901.0,314.0,4723.0,3024.0,4646.0,26134.0,27520.0,42.79,24563.0,2017,8,18,45.75,15
306.0,0.0,4127.0,1361.0,323.0,1720.0,4356.0,6070.0,53.0,99.0,720.0,314.0,7643.0,576.0,7132.0,27590.0,27601.0,41.74,27092.0,2018,3,0,52.03,28
447.0,0.0,5854.0,4480.0,401.0,1171.0,7313.0,6096.0,99.0,75.0,576.0,204.0,4344.0,508.0,4321.0,34856.0,35186.0,54.99,31060.0,2016,1,9,60.48,13
307.0,0.0,6150.0,2314.0,208.0,1040.0,1856.0,6073.0,57.0,90.0,38.0,296.0,3197.0,96.0,3273.0,25966.0,25969.0,60.0,21626.0,2018,12,8,60.7,31
